nohup: ignoring input
Running with pruning_method=0, pruning_rate=0.3, metric_seed=0, wandb_name=avg_loss_each_seed, on GPU=0
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/jj7aejkl
wandb: | Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-kw481yy4
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/kw481yy4
wandb: \ Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: | Waiting for wandb.init()...wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-x80597jy
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/x80597jy
wandb: \ Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-yr02birh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/yr02birh
wandb: / Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-cka11la4
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/cka11la4
wandb: - Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-l27517f6
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/l27517f6
wandb: / Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-95pifq9b
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/95pifq9b
wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-qtvn1rsd
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/qtvn1rsd
wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-9k9yekv4
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/9k9yekv4
wandb: | Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-yxvtkn0x
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/yxvtkn0x
wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-fa2mat0b
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/fa2mat0b
wandb: / Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191536-94iovytn
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/94iovytn
wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-cdri8j5g
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/cdri8j5g
wandb: | Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-os8uj8rk
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/os8uj8rk
wandb: \ Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191536-448gpirt
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/448gpirt
wandb: \ Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-sds8ecjo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/sds8ecjo
wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-88ayt8hy
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/88ayt8hy
wandb: \ Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191536-wptg932l
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/wptg932l
wandb: / Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191536-xbv2dxwm
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/xbv2dxwm
wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191539-5o8mbb5g
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/5o8mbb5g
wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-f5l351x6
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/f5l351x6
wandb: | Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: | Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-tez3vanl
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/tez3vanl
wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191537-8e8l8dk2
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/8e8l8dk2
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191540-hge5vujc
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/hge5vujc
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-zwzvp5nd
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/zwzvp5nd
wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-ichp3jva
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/ichp3jva
wandb: / Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: / Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191540-slsut80z
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/slsut80z
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-0upn0thf
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/0upn0thf
wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-441veuv0
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/441veuv0
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-sguntwdl
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/sguntwdl
wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191539-blwit8cg
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/blwit8cg
wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191538-fwtyz5dz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/fwtyz5dz
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191539-3ej6dgg8
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/3ej6dgg8
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191539-m7yt34di
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/m7yt34di
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/70n5rrof[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191418-70n5rrof/logs[0m
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/39vmygu2[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191417-39vmygu2/logs[0m
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/6imzlziw[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191418-6imzlziw/logs[0m
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/dm267kqi[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191408-dm267kqi/logs[0m
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/8hl4pbje[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191418-8hl4pbje/logs[0m
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/bwg00qrw[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191426-bwg00qrw/logs[0m
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/2082iz2a[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191412-2082iz2a/logs[0m
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/9n7gfde6[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191419-9n7gfde6/logs[0m
Loading dataset ...
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
Starting call_pruning_metrics...
Parameters: {'learning_rate': 0.01, 'batch_size': 1024, 'dropout_rate': 0.1}
start training with Seed 0, pruning rate: 0.3, len_all_dataset: 60000, len_train_dataset: 42000, removed_dataset: 0.30
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/l7oonsyh[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191408-l7oonsyh/logs[0m
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/utdrzml5[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191413-utdrzml5/logs[0m
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/g8yr023h[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191416-g8yr023h/logs[0m
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mavg_loss_each_seed_prune0.3_seeds1[0m at: [34mhttps://wandb.ai/hpi-deep-learning/m-classification-test/runs/4vnzdh2i[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250126_191416-4vnzdh2i/logs[0m
[1;34mwandb[0m: 
